1.000000000000000000e+00,8.519302247667153161e-01,8.015874652780539122e-01,8.996398545681797421e-01,9.346577281761101474e-01,8.038793500260577041e-01,8.588323371253678840e-01,7.025605613532099891e-01,9.088857396215975770e-01,7.561931558243720763e-01,9.552044377658491792e-01,8.899116346853503945e-01,9.268487897853769919e-01,8.735572432816761657e-01,7.620285777566294660e-01
8.519302247667153161e-01,1.000000000000000000e+00,8.156554383546760212e-01,9.068583860146486320e-01,8.755833347065247185e-01,9.040656625607642605e-01,8.558172684805906982e-01,7.870442471429446307e-01,8.346027334220812444e-01,7.685646839969674238e-01,8.138345206665194009e-01,8.918637797637346543e-01,9.133885663669353283e-01,9.380738285017339306e-01,8.109455614077440977e-01
8.015874652780539122e-01,8.156554383546760212e-01,1.000000000000000000e+00,8.708203774302440969e-01,8.142475958532047198e-01,8.278502585800595615e-01,8.141491016588668916e-01,7.495532661796441287e-01,8.122702112988839929e-01,7.535100837621897529e-01,7.932756059702719131e-01,8.031505548369146652e-01,8.190854447741338085e-01,9.002966557322665819e-01,8.290776478317734011e-01
8.996398545681797421e-01,9.068583860146486320e-01,8.708203774302440969e-01,1.000000000000000000e+00,8.973340638801037272e-01,8.324574159972347731e-01,8.772204566450743091e-01,7.335817356353246943e-01,8.714399526784644134e-01,8.454879521035311152e-01,8.693179282656611218e-01,8.926906777071107468e-01,9.376699657835438906e-01,9.314326930307252894e-01,7.878591484189843008e-01
9.346577281761101474e-01,8.755833347065247185e-01,8.142475958532047198e-01,8.973340638801037272e-01,1.000000000000000000e+00,8.533701578986813141e-01,9.154365289403563199e-01,7.668154994425603332e-01,9.028949260192620230e-01,7.651222425521976289e-01,9.093759236476270935e-01,9.185928311426869719e-01,9.426256234686838376e-01,8.890095422458111907e-01,8.156540774614799982e-01
8.038793500260577041e-01,9.040656625607642605e-01,8.278502585800595615e-01,8.324574159972347731e-01,8.533701578986813141e-01,1.000000000000000000e+00,8.509793290497092988e-01,9.111177949888414895e-01,7.874970275292463295e-01,7.567655937967606716e-01,8.012834592082054286e-01,8.717692084710703115e-01,8.532908722849474881e-01,9.194700111386661101e-01,9.020672405706983144e-01
8.588323371253678840e-01,8.558172684805906982e-01,8.141491016588668916e-01,8.772204566450743091e-01,9.154365289403563199e-01,8.509793290497092988e-01,1.000000000000000000e+00,7.834896913586169021e-01,8.042836627722533827e-01,7.328858901426020811e-01,8.690859135755585330e-01,9.409047642743513240e-01,8.941021895284161358e-01,9.061702110476995697e-01,8.513574115662416730e-01
7.025605613532099891e-01,7.870442471429446307e-01,7.495532661796441287e-01,7.335817356353246943e-01,7.668154994425603332e-01,9.111177949888414895e-01,7.834896913586169021e-01,1.000000000000000000e+00,7.407090150477055879e-01,6.711869195610772332e-01,6.997164191937761402e-01,7.876794443346565311e-01,7.470085002986933675e-01,7.951134012825098463e-01,8.996847898417866807e-01
9.088857396215975770e-01,8.346027334220812444e-01,8.122702112988839929e-01,8.714399526784644134e-01,9.028949260192620230e-01,7.874970275292463295e-01,8.042836627722533827e-01,7.407090150477055879e-01,1.000000000000000000e+00,7.627692619125960860e-01,8.721410516207461772e-01,8.222693815454688027e-01,8.941559020010759751e-01,8.466273525876810702e-01,7.780872678204125981e-01
7.561931558243720763e-01,7.685646839969674238e-01,7.535100837621897529e-01,8.454879521035311152e-01,7.651222425521976289e-01,7.567655937967606716e-01,7.328858901426020811e-01,6.711869195610772332e-01,7.627692619125960860e-01,1.000000000000000000e+00,7.578145891534141532e-01,7.134184112010205636e-01,7.747054931686044865e-01,8.344504884804674338e-01,7.191948243918254713e-01
9.552044377658491792e-01,8.138345206665194009e-01,7.932756059702719131e-01,8.693179282656611218e-01,9.093759236476270935e-01,8.012834592082054286e-01,8.690859135755585330e-01,6.997164191937761402e-01,8.721410516207461772e-01,7.578145891534141532e-01,1.000000000000000000e+00,8.763411645203932343e-01,8.890483399589714786e-01,8.627815144048672780e-01,7.474642469807012413e-01
8.899116346853503945e-01,8.918637797637346543e-01,8.031505548369146652e-01,8.926906777071107468e-01,9.185928311426869719e-01,8.717692084710703115e-01,9.409047642743513240e-01,7.876794443346565311e-01,8.222693815454688027e-01,7.134184112010205636e-01,8.763411645203932343e-01,1.000000000000000000e+00,9.180288183888865028e-01,9.062932147687864370e-01,8.253244544773361557e-01
9.268487897853769919e-01,9.133885663669353283e-01,8.190854447741338085e-01,9.376699657835438906e-01,9.426256234686838376e-01,8.532908722849474881e-01,8.941021895284161358e-01,7.470085002986933675e-01,8.941559020010759751e-01,7.747054931686044865e-01,8.890483399589714786e-01,9.180288183888865028e-01,1.000000000000000000e+00,9.112281529242057809e-01,8.172976937026741329e-01
8.735572432816761657e-01,9.380738285017339306e-01,9.002966557322665819e-01,9.314326930307252894e-01,8.890095422458111907e-01,9.194700111386661101e-01,9.061702110476995697e-01,7.951134012825098463e-01,8.466273525876810702e-01,8.344504884804674338e-01,8.627815144048672780e-01,9.062932147687864370e-01,9.112281529242057809e-01,1.000000000000000000e+00,8.590559313375071282e-01
7.620285777566294660e-01,8.109455614077440977e-01,8.290776478317734011e-01,7.878591484189843008e-01,8.156540774614799982e-01,9.020672405706983144e-01,8.513574115662416730e-01,8.996847898417866807e-01,7.780872678204125981e-01,7.191948243918254713e-01,7.474642469807012413e-01,8.253244544773361557e-01,8.172976937026741329e-01,8.590559313375071282e-01,1.000000000000000000e+00
