e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
1.296875,1.296875,8.921875,1.265625,1.5,1.40625,8.921875,8.921875,1.296875,1.390625,1.640625,2.046875,1.875,2.125,1.5,1.875,9.28125,9.28125,9.28125,1.640625,9.28125
1.234375,1.84375,1.5,1.171875,1.234375,1.171875,1.53125,1.171875,1.234375,1.234375,1.296875,8.953125,1.53125,1.53125,1.53125,2.21875,9.46875,9.46875,1.234375,9.171875,9.46875
1.625,1.625,1.625,1.625,1.625,1.625,1.65625,1.359375,1.953125,1.65625,2.390625,2.390625,9.765625,1.71875,9.953125,2.390625,1.46875,9.953125,9.578125,9.578125,9.953125
1.859375,1.859375,2.203125,1.859375,2.265625,1.859375,9.1875,1.890625,1.859375,2.203125,1.859375,1.859375,10.96875,1.859375,10.734375,1.859375,11.078125,2.203125,1.859375,1.859375,10.734375
1.28125,1.5,1.5625,1.609375,1.46875,1.5,1.5625,1.5625,1.53125,1.46875,1.28125,1.28125,1.5625,1.28125,1.21875,1.28125,1.46875,1.46875,2.46875,9.21875,8.90625
1.265625,1.640625,1.609375,1.296875,1.8125,1.25,1.171875,1.609375,1.71875,1.71875,1.71875,2.09375,1.71875,1.71875,1.3125,1.203125,1.71875,1.71875,10.96875,10.796875,1.71875
1.46875,1.171875,1.515625,1.90625,1.46875,1.90625,1.90625,1.90625,1.90625,1.5625,1.5,1.90625,1.453125,1.5,2.140625,1.5,1.375,1.515625,1.46875,1.28125,1.515625
2.265625,2.265625,1.9375,1.71875,1.671875,2.265625,1.625,2.96875,1.8125,1.515625,1.59375,1.625,1.296875,1.296875,1.796875,1.28125,1.59375,1.515625,1.328125,1.765625,1.515625
1.15625,1.15625,1.15625,1.15625,1.40625,2.0625,8.328125,1.15625,2.0625,1.296875,1.578125,1.578125,1.65625,2.0625,1.65625,1.578125,1.65625,1.65625,1.1875,1.1875,1.65625
1.875,1.875,1.34375,1.875,1.421875,1.875,1.625,1.40625,1.890625,1.90625,1.875,1.875,1.375,1.875,11.0,1.875,1.34375,11.0,1.875,1.875,11.109375
1.703125,1.703125,1.875,1.703125,1.296875,2.203125,3.28125,6.53125,1.875,1.703125,5.40625,6.65625,9.078125,9.65625,9.0625,9.65625,10.015625,1.578125,10.015625,9.5,9.109375
11.109375,1.359375,11.109375,1.28125,1.328125,10.890625,11.109375,11.109375,1.375,1.328125,11.328125,10.796875,11.109375,11.421875,1.8125,11.21875,11.421875,10.625,11.421875,11.421875,11.421875
1.40625,1.765625,1.84375,1.671875,1.375,1.40625,1.6875,1.390625,1.390625,1.78125,1.890625,1.890625,1.390625,1.859375,1.359375,1.859375,1.5625,1.6875,1.859375,1.921875,1.5625
10.078125,10.078125,10.078125,10.078125,10.078125,10.078125,10.078125,10.078125,10.078125,1.1875,10.078125,10.078125,10.078125,10.078125,1.1875,10.078125,10.078125,10.078125,10.078125,10.078125,1.1875
1.453125,1.453125,1.453125,1.140625,1.40625,1.34375,1.703125,1.453125,1.34375,1.21875,1.34375,1.34375,1.703125,1.34375,1.703125,1.34375,1.703125,1.703125,1.34375,1.34375,1.703125
1.421875,1.265625,1.3125,1.46875,9.6875,1.46875,1.484375,3.9375,1.296875,1.671875,1.46875,1.46875,10.359375,1.34375,10.734375,10.734375,10.359375,10.734375,10.734375,10.734375,10.734375
1.28125,1.296875,1.4375,1.28125,1.421875,1.28125,7.71875,1.4375,2.0,1.390625,2.0,2.0,1.40625,2.0,9.0625,2.0,2.0,2.0,2.0,2.0,9.0625
1.9375,1.46875,2.421875,1.71875,1.84375,1.28125,3.171875,3.171875,1.703125,1.203125,1.703125,1.3125,3.171875,1.3125,1.203125,1.46875,4.15625,1.203125,1.3125,1.3125,2.59375
10.09375,10.09375,1.328125,10.09375,10.09375,10.09375,10.09375,10.09375,10.09375,1.28125,10.09375,10.09375,10.09375,10.15625,10.15625,10.09375,10.09375,1.421875,10.15625,10.15625,10.15625
1.265625,1.265625,1.5,2.46875,1.5,1.265625,2.46875,1.265625,1.5,2.25,1.390625,1.265625,2.46875,1.390625,1.546875,1.265625,2.25,2.25,1.1875,1.390625,1.390625
1.203125,1.9375,1.9375,1.1875,1.9375,4.3125,1.5,1.9375,2.09375,2.03125,4.3125,4.3125,4.0625,2.09375,1.8125,1.8125,4.28125,4.28125,1.8125,1.8125,1.8125
3.734375,3.734375,3.734375,3.734375,1.421875,3.734375,1.65625,1.421875,1.28125,1.65625,1.5,1.25,1.65625,1.375,1.421875,1.296875,1.3125,1.3125,1.28125,1.265625,1.65625
1.375,1.421875,1.421875,1.34375,1.5625,1.421875,1.421875,2.15625,1.421875,1.40625,1.421875,1.390625,1.359375,1.421875,1.1875,1.421875,1.46875,1.75,1.5625,1.5625,1.75
2.109375,1.265625,1.90625,1.265625,1.265625,2.109375,1.890625,1.265625,1.71875,1.265625,2.46875,1.953125,1.953125,1.265625,1.359375,1.28125,1.8125,2.046875,1.796875,2.15625,1.359375
1.9375,1.9375,1.9375,1.34375,1.71875,1.9375,9.109375,9.109375,1.34375,9.109375,1.34375,1.9375,9.109375,1.34375,9.859375,1.34375,9.546875,9.859375,9.625,9.546875,9.859375
1.828125,3.375,3.375,1.9375,3.375,9.28125,9.28125,3.375,1.71875,9.28125,9.28125,9.28125,9.28125,1.6875,9.546875,9.34375,9.34375,9.34375,1.546875,1.4375,9.546875
1.546875,1.546875,1.328125,1.546875,1.328125,1.546875,1.328125,1.328125,1.296875,1.328125,9.15625,2.015625,1.625,1.296875,1.328125,1.4375,1.25,1.328125,9.9375,2.015625,1.328125
1.3125,1.3125,1.5625,1.390625,1.84375,1.21875,2.03125,1.5,1.21875,2.03125,1.21875,1.390625,2.03125,1.21875,1.5,1.390625,1.4375,2.296875,1.3125,1.21875,1.28125
1.34375,1.5625,1.3125,1.28125,1.3125,1.203125,1.578125,1.9375,1.390625,1.375,1.296875,1.296875,2.296875,1.328125,1.546875,1.546875,2.328125,1.3125,1.390625,1.671875,1.796875
2.859375,2.859375,2.859375,2.140625,2.140625,1.453125,8.15625,1.96875,1.703125,2.140625,1.59375,1.59375,1.4375,1.484375,1.96875,1.59375,1.96875,1.96875,1.4375,1.515625,8.984375
2.203125,2.203125,1.71875,2.21875,2.203125,2.203125,2.203125,2.203125,2.109375,3.25,3.25,3.25,3.25,3.25,1.875,3.25,1.734375,3.25,1.796875,1.796875,1.734375
1.34375,1.34375,1.4375,1.328125,1.125,1.4375,1.25,1.171875,1.3125,1.3125,1.484375,1.4375,1.25,1.328125,1.484375,10.734375,1.34375,1.34375,1.265625,10.828125,1.484375
1.59375,2.390625,1.796875,1.59375,2.390625,1.546875,1.6875,1.75,1.59375,1.796875,1.21875,1.578125,1.796875,1.75,2.34375,1.59375,2.34375,1.75,2.34375,2.34375,2.34375
1.5625,1.5625,1.796875,1.5625,1.578125,1.484375,7.890625,1.796875,1.5625,1.578125,7.890625,9.0625,7.890625,9.890625,9.890625,9.0625,9.890625,1.328125,9.890625,1.5,9.890625
2.015625,2.015625,1.296875,2.015625,1.359375,2.015625,2.015625,1.296875,2.015625,7.984375,2.015625,2.015625,2.015625,2.015625,9.484375,2.015625,2.015625,2.015625,2.015625,1.1875,9.625
1.734375,1.328125,1.40625,1.390625,1.46875,1.328125,1.40625,1.40625,1.515625,1.734375,10.0625,1.46875,1.40625,10.0625,1.296875,1.328125,1.296875,1.296875,1.5625,1.328125,1.734375
5.984375,5.984375,2.25,1.359375,2.25,2.015625,5.984375,5.984375,1.359375,2.25,2.125,2.015625,2.25,2.125,2.15625,10.96875,10.96875,10.96875,6.0,6.0,10.96875
1.265625,1.265625,1.34375,1.265625,1.265625,1.265625,11.0,1.265625,1.265625,1.890625,1.328125,10.296875,10.296875,10.9375,10.828125,10.9375,10.546875,10.828125,10.96875,10.96875,10.96875
8.375,8.375,9.015625,8.375,9.015625,7.390625,9.015625,9.015625,8.109375,2.03125,9.703125,9.703125,9.15625,7.703125,9.15625,9.703125,8.109375,1.15625,9.15625,1.296875,9.15625
2.234375,2.234375,2.96875,2.234375,2.96875,2.234375,2.96875,2.96875,2.03125,2.0,1.765625,1.765625,2.0,9.296875,9.703125,9.875,2.0,2.0,9.234375,9.875,2.0
2.859375,2.53125,2.859375,1.515625,1.34375,2.53125,2.859375,2.859375,1.515625,23.96875,9.8125,9.8125,9.296875,10.75,9.8125,10.75,10.75,10.75,1.78125,10.75,10.75
1.265625,1.46875,1.46875,1.421875,1.265625,10.671875,10.671875,1.375,1.40625,1.578125,1.921875,10.671875,1.46875,10.53125,10.53125,10.53125,10.53125,10.53125,10.53125,10.53125,10.53125
1.5,1.5,1.5,1.5,2.046875,1.5,2.046875,1.40625,1.40625,1.328125,1.84375,1.84375,1.921875,1.8125,1.203125,2.734375,1.515625,1.5625,3.328125,1.4375,2.046875
1.546875,10.421875,1.578125,10.09375,1.1875,10.421875,10.421875,10.421875,1.6875,1.84375,10.421875,1.3125,10.421875,12.015625,1.578125,12.015625,1.578125,1.453125,9.640625,9.640625,1.375
1.890625,1.890625,1.703125,1.703125,1.703125,10.0625,1.703125,1.703125,1.890625,1.703125,10.0625,10.0625,1.703125,10.109375,1.703125,10.0,1.703125,10.046875,10.109375,2.40625,1.703125
1.921875,1.46875,1.375,1.96875,1.375,1.3125,1.46875,2.140625,1.515625,1.671875,1.46875,10.8125,1.46875,11.359375,11.359375,1.265625,11.28125,11.28125,11.28125,11.359375,11.359375
1.71875,2.34375,1.703125,1.4375,1.703125,1.71875,1.34375,1.34375,1.4375,1.34375,1.71875,9.5625,9.5625,1.53125,9.5625,9.5625,9.5625,9.5625,1.71875,9.5625,9.5625
1.6875,1.71875,1.578125,1.6875,1.265625,1.6875,1.578125,1.578125,1.359375,1.265625,1.6875,1.6875,1.71875,9.328125,1.578125,1.359375,1.578125,1.421875,1.890625,9.328125,9.328125
1.3125,1.921875,1.3125,1.3125,1.21875,1.3125,1.3125,1.3125,1.3125,1.703125,1.3125,1.46875,1.3125,1.21875,1.28125,1.375,1.46875,1.328125,1.375,1.375,1.375
2.46875,2.46875,2.1875,2.515625,1.421875,2.46875,2.515625,2.75,1.328125,1.421875,1.46875,1.46875,2.515625,1.390625,1.40625,1.46875,2.578125,1.9375,1.9375,1.46875,1.375
8.71875,1.515625,1.234375,1.265625,1.390625,1.515625,8.71875,8.71875,1.65625,8.03125,8.71875,8.71875,8.71875,10.59375,4.0,8.71875,4.0,4.0,8.828125,9.03125,4.0
2.515625,2.515625,1.359375,1.671875,1.75,2.515625,1.75,2.21875,1.75,4.0625,2.515625,2.515625,1.75,9.40625,8.5,10.125,9.828125,1.390625,10.046875,10.046875,10.046875
2.4375,2.4375,1.359375,1.25,1.359375,2.4375,1.359375,1.359375,1.21875,1.359375,8.984375,8.984375,1.328125,1.21875,1.328125,8.984375,1.328125,1.328125,1.53125,1.890625,1.328125
1.921875,1.171875,1.21875,1.59375,1.53125,1.25,1.59375,1.578125,1.921875,1.59375,1.921875,10.03125,9.859375,10.203125,10.453125,10.03125,10.03125,10.453125,10.203125,10.453125,10.453125
1.40625,1.40625,3.109375,1.75,3.109375,1.40625,3.109375,3.109375,1.40625,9.34375,1.40625,1.40625,9.34375,1.40625,9.6875,1.40625,9.34375,1.328125,1.40625,1.40625,1.40625
2.171875,1.484375,1.484375,1.46875,1.578125,2.171875,1.46875,1.328125,1.46875,1.578125,1.578125,1.578125,1.46875,1.796875,1.609375,1.796875,1.46875,1.46875,1.796875,1.6875,1.515625
1.5625,1.296875,1.265625,1.53125,1.296875,1.78125,1.53125,1.265625,1.5625,1.46875,9.0625,2.046875,1.53125,8.921875,1.515625,2.046875,1.328125,1.53125,8.8125,8.9375,8.921875
1.140625,1.140625,1.5,1.390625,1.484375,1.140625,1.484375,1.5,1.296875,1.734375,1.140625,1.25,1.390625,1.140625,1.203125,1.140625,1.5,1.203125,1.25,1.25,1.484375
2.046875,2.046875,1.75,1.34375,3.3125,2.046875,1.59375,1.75,1.34375,2.703125,1.34375,1.703125,2.203125,2.046875,2.703125,2.046875,2.1875,2.203125,2.046875,2.046875,2.203125
1.421875,1.3125,1.34375,1.890625,1.34375,1.40625,1.34375,1.34375,1.765625,1.34375,10.34375,1.65625,1.34375,1.765625,1.34375,1.59375,1.34375,1.34375,1.28125,1.28125,1.34375
1.390625,1.515625,2.78125,1.53125,1.59375,1.53125,9.359375,2.484375,1.53125,1.59375,1.859375,1.515625,1.640625,1.390625,1.90625,1.859375,9.890625,1.375,9.421875,9.421875,9.421875
1.390625,1.546875,1.4375,1.390625,1.921875,1.546875,8.6875,1.375,1.390625,9.34375,1.546875,10.328125,10.328125,10.5625,10.28125,10.484375,10.484375,9.71875,10.484375,10.28125,10.28125
1.8125,1.8125,1.8125,1.328125,1.328125,1.328125,1.328125,1.328125,1.328125,1.328125,1.328125,1.65625,1.328125,9.890625,9.5625,9.5625,2.5625,9.5625,9.890625,9.890625,9.5625
1.21875,1.21875,1.578125,1.34375,1.296875,1.34375,8.53125,1.21875,1.34375,1.296875,2.0,2.0,8.53125,2.0,9.25,2.0,2.0,2.0,2.0,2.0,1.515625
2.046875,1.296875,2.796875,1.375,1.765625,2.046875,2.109375,2.109375,1.25,1.359375,2.328125,1.71875,1.46875,1.34375,1.421875,2.0625,1.421875,1.46875,2.0625,2.0625,1.421875
1.546875,1.546875,1.53125,1.546875,1.53125,9.515625,1.53125,1.953125,1.546875,1.5625,2.0625,2.0625,1.953125,2.0625,1.953125,2.0625,1.953125,1.953125,2.0625,2.0625,1.953125
1.921875,1.921875,1.796875,1.46875,1.375,1.296875,1.578125,1.796875,2.03125,1.546875,2.25,2.25,1.578125,2.03125,1.453125,1.859375,1.75,1.453125,1.265625,1.765625,1.3125
1.359375,1.359375,1.453125,1.359375,1.453125,1.359375,1.453125,1.375,1.359375,1.4375,9.125,9.125,1.453125,9.28125,9.28125,9.125,1.28125,2.25,1.359375,1.390625,1.5
1.25,1.25,1.25,1.40625,1.359375,1.578125,1.75,1.6875,1.40625,2.015625,1.40625,1.484375,1.921875,1.71875,1.421875,1.40625,3.0,1.375,1.296875,1.578125,1.71875
1.203125,1.375,1.203125,20.328125,1.4375,1.4375,10.53125,10.71875,1.375,1.796875,10.140625,10.984375,10.984375,10.671875,10.625,10.671875,1.4375,10.984375,10.609375,10.609375,10.609375
1.4375,1.4375,1.4375,1.4375,1.625,1.4375,1.953125,1.828125,1.390625,1.625,1.828125,1.828125,1.828125,2.15625,1.75,2.15625,1.828125,1.75,10.390625,10.390625,10.390625
1.28125,1.90625,1.421875,1.359375,1.421875,1.90625,1.25,1.25,1.5625,1.25,10.296875,1.796875,1.25,1.796875,1.25,1.796875,1.25,1.25,10.234375,10.234375,1.25
1.359375,1.265625,1.34375,1.359375,1.203125,1.875,1.234375,1.484375,1.265625,1.15625,1.203125,1.875,1.1875,1.265625,1.1875,2.484375,1.453125,1.359375,2.09375,1.96875,1.234375
1.6875,1.53125,1.484375,1.3125,1.265625,1.53125,1.484375,1.484375,1.484375,1.3125,1.421875,2.015625,1.875,1.421875,1.828125,1.46875,1.828125,1.875,1.5,1.46875,1.828125
1.59375,1.96875,1.390625,1.390625,1.296875,5.328125,1.390625,1.96875,1.5625,1.328125,7.890625,1.96875,1.375,8.015625,1.875,8.5,8.21875,8.21875,8.5,8.5,8.21875
1.53125,1.53125,1.53125,1.453125,2.5,1.421875,2.234375,1.703125,2.328125,1.78125,1.28125,1.328125,1.703125,1.421875,1.671875,2.234375,2.234375,2.234375,1.328125,1.328125,2.359375
1.5,1.40625,1.46875,1.546875,1.421875,1.5,10.03125,1.421875,1.234375,1.40625,1.5,1.40625,1.4375,1.40625,1.78125,1.34375,1.46875,1.734375,10.015625,10.015625,10.015625
1.453125,1.453125,1.453125,1.84375,1.453125,1.1875,2.125,1.453125,1.1875,1.453125,2.25,1.21875,1.453125,1.1875,1.453125,1.53125,2.25,1.15625,9.1875,9.1875,1.59375
2.46875,2.46875,2.703125,2.703125,2.703125,2.703125,2.703125,2.703125,2.703125,1.78125,2.703125,1.953125,2.703125,1.28125,1.4375,2.703125,1.28125,1.28125,1.28125,1.28125,1.4375
1.390625,1.390625,1.984375,1.734375,1.734375,1.421875,1.390625,1.359375,1.671875,1.359375,6.40625,2.203125,10.140625,2.359375,7.734375,2.359375,10.25,9.15625,9.546875,10.0625,10.0625
1.953125,1.328125,1.234375,1.953125,1.953125,1.546875,1.953125,1.953125,1.53125,1.953125,1.453125,1.71875,1.453125,1.453125,1.703125,1.453125,1.953125,2.015625,1.453125,1.4375,1.40625
1.21875,1.375,1.28125,1.21875,1.3125,1.375,1.796875,1.3125,1.21875,1.15625,1.21875,1.515625,1.15625,1.21875,1.3125,1.21875,1.1875,1.3125,1.21875,1.375,1.28125
1.765625,1.4375,1.4375,1.765625,1.4375,1.4375,1.4375,1.4375,1.421875,1.4375,1.421875,1.421875,1.4375,1.421875,1.421875,1.421875,1.4375,1.4375,1.421875,1.421875,1.421875
1.4375,1.5625,1.4375,1.546875,1.5625,1.546875,1.5625,1.546875,1.546875,1.5625,1.5625,1.28125,1.421875,1.4375,1.5625,1.5625,1.4375,1.4375,1.453125,1.421875,1.421875
1.875,10.109375,1.609375,1.25,10.484375,10.109375,10.484375,10.484375,1.28125,3.96875,10.90625,10.109375,10.484375,10.90625,11.0,10.90625,9.71875,11.0,11.421875,11.421875,11.421875
1.90625,1.90625,1.25,1.25,1.171875,1.765625,1.390625,1.25,1.796875,1.625,1.765625,1.765625,1.53125,1.765625,1.328125,1.765625,1.421875,1.53125,1.765625,1.765625,1.53125
1.609375,1.796875,1.796875,1.671875,1.796875,1.515625,1.796875,1.609375,1.515625,1.4375,1.515625,1.46875,1.796875,1.515625,1.234375,1.515625,1.34375,1.34375,1.5,1.625,1.34375
1.4375,1.4375,1.921875,1.453125,1.4375,1.4375,1.8125,1.78125,1.6875,2.0625,1.15625,1.3125,1.640625,1.25,1.390625,1.28125,2.140625,1.78125,2.140625,2.140625,1.78125
1.328125,1.328125,1.3125,1.390625,1.3125,1.328125,8.78125,1.25,8.78125,2.015625,8.78125,8.390625,8.78125,8.8125,9.59375,1.453125,8.78125,8.78125,7.71875,1.453125,9.03125
1.1875,1.28125,1.5,1.25,1.359375,1.578125,1.609375,1.453125,1.25,1.40625,1.46875,1.46875,2.15625,1.578125,1.5625,1.328125,1.4375,1.515625,2.15625,1.578125,1.4375
1.484375,1.1875,1.4375,1.734375,1.28125,9.890625,10.0,1.5,1.359375,1.328125,1.421875,10.03125,10.0,1.1875,10.109375,10.1875,1.328125,10.078125,10.1875,10.3125,10.25
1.625,1.171875,1.734375,1.09375,1.390625,1.53125,1.734375,1.734375,1.125,1.375,1.109375,1.53125,1.734375,1.53125,1.46875,1.109375,1.46875,1.46875,1.53125,1.109375,1.421875
1.234375,1.515625,1.515625,1.234375,1.390625,1.234375,2.765625,1.515625,1.234375,1.609375,1.234375,1.234375,1.515625,1.28125,1.25,1.234375,1.3125,1.515625,1.1875,1.25,1.484375
1.40625,2.046875,1.84375,1.734375,1.84375,1.640625,1.40625,1.40625,1.59375,2.171875,1.296875,1.296875,1.640625,1.296875,2.171875,1.53125,1.296875,1.296875,1.53125,1.625,9.859375
1.21875,1.53125,1.578125,2.0625,1.578125,2.0625,1.359375,1.578125,2.0625,1.578125,2.0625,2.0625,1.359375,2.0625,10.28125,2.59375,1.359375,2.546875,2.0625,1.359375,1.359375
2.265625,1.875,2.3125,1.4375,1.328125,2.265625,9.859375,2.546875,1.4375,1.40625,1.875,1.4375,1.21875,2.046875,1.21875,9.953125,9.953125,1.21875,9.546875,9.546875,9.546875
1.609375,1.609375,1.453125,1.296875,1.96875,1.609375,1.90625,1.40625,1.3125,1.90625,1.4375,1.4375,1.4375,1.4375,1.484375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375
1.28125,1.5,1.265625,1.25,1.296875,1.671875,1.421875,1.515625,1.671875,1.421875,1.390625,1.390625,1.421875,1.390625,1.421875,1.390625,1.421875,1.421875,1.390625,1.390625,11.21875
1.40625,1.40625,1.40625,1.265625,1.5,8.96875,8.96875,8.96875,1.21875,1.75,8.96875,8.96875,8.96875,1.421875,1.546875,1.5,1.546875,1.734375,1.5,1.5,9.625
1.984375,1.515625,1.359375,1.984375,1.59375,10.140625,10.140625,10.140625,1.984375,1.859375,10.140625,10.140625,10.140625,10.109375,10.109375,10.140625,10.140625,10.140625,10.109375,10.265625,10.109375
1.28125,1.28125,1.5625,1.28125,1.5625,1.28125,1.28125,1.5625,1.28125,1.28125,1.5625,1.5625,1.5625,1.28125,1.5625,6.0,1.28125,6.0,10.5625,6.0,1.375
1.203125,1.671875,1.5625,1.671875,1.5625,1.671875,1.5625,1.59375,1.53125,1.5625,1.53125,1.53125,1.5625,1.53125,1.234375,1.53125,1.671875,1.5625,1.53125,1.40625,1.375
1.4375,1.296875,1.296875,1.4375,1.65625,1.4375,1.4375,1.65625,2.125,1.65625,2.09375,2.09375,1.46875,2.09375,1.375,2.09375,1.46875,1.46875,2.09375,2.09375,1.46875
2.421875,2.421875,2.421875,2.46875,2.765625,2.46875,2.578125,2.578125,2.578125,2.578125,3.828125,3.828125,2.578125,1.6875,1.359375,3.828125,3.828125,3.828125,1.828125,1.828125,3.0
1.5,1.328125,1.53125,1.421875,1.265625,1.421875,1.796875,1.40625,1.3125,1.40625,1.328125,10.625,1.515625,1.890625,10.375,10.625,10.96875,10.96875,11.203125,11.203125,11.203125
1.875,1.65625,1.65625,1.65625,1.65625,1.734375,1.359375,1.359375,1.65625,1.359375,2.125,2.125,1.359375,2.125,1.265625,2.125,1.328125,10.15625,1.875,1.578125,1.875
1.984375,1.765625,1.765625,1.390625,1.75,1.765625,1.921875,1.75,1.796875,1.546875,1.734375,1.734375,1.734375,1.4375,1.9375,1.734375,1.734375,1.734375,1.453125,1.234375,1.734375
1.96875,1.96875,1.96875,1.359375,1.96875,1.96875,1.421875,1.96875,1.96875,1.96875,2.28125,1.796875,1.421875,1.859375,1.421875,1.796875,1.40625,1.5625,1.859375,1.859375,2.296875
2.125,1.3125,2.171875,2.625,2.171875,3.421875,2.171875,2.171875,1.390625,1.53125,2.34375,2.34375,1.265625,1.390625,1.53125,1.484375,1.53125,1.53125,2.0625,1.484375,1.53125
1.40625,1.171875,2.0,1.171875,1.21875,1.96875,1.953125,1.484375,1.125,1.40625,12.8125,1.484375,1.171875,1.21875,1.40625,2.1875,2.171875,1.484375,1.3125,1.59375,7.96875
1.578125,2.328125,2.328125,1.46875,1.3125,1.71875,1.46875,2.390625,1.71875,1.40625,1.265625,1.375,9.140625,9.078125,8.984375,1.375,1.46875,1.46875,1.265625,1.375,8.984375
1.40625,1.40625,1.40625,1.40625,1.3125,1.375,1.40625,1.40625,1.515625,1.3125,1.390625,1.390625,1.40625,1.75,1.796875,1.515625,1.40625,1.40625,1.75,1.390625,1.40625
1.515625,1.515625,1.375,1.515625,2.078125,2.640625,9.125,1.375,1.515625,1.5625,1.359375,1.515625,9.125,1.515625,1.90625,3.15625,8.90625,1.375,9.71875,9.71875,9.484375
1.6875,1.6875,1.6875,1.65625,1.65625,1.65625,2.265625,1.296875,1.8125,1.296875,1.328125,1.8125,1.8125,1.6875,1.296875,1.796875,1.8125,2.234375,1.25,1.9375,1.671875
1.4375,1.4375,1.4375,1.46875,1.328125,1.296875,1.59375,1.359375,1.296875,1.59375,1.84375,1.4375,1.59375,1.296875,1.59375,1.84375,1.390625,1.59375,1.328125,9.46875,9.46875
2.421875,2.421875,1.59375,2.421875,1.53125,2.421875,1.21875,1.21875,2.046875,1.59375,7.09375,2.421875,10.3125,2.265625,9.015625,2.1875,10.3125,1.53125,9.90625,9.90625,9.90625
1.296875,1.296875,1.484375,1.421875,1.765625,1.453125,1.484375,1.484375,1.453125,1.40625,7.640625,7.640625,1.484375,1.296875,1.484375,1.296875,1.484375,1.453125,1.484375,1.296875,1.484375
3.703125,3.703125,3.703125,1.46875,1.421875,2.96875,2.15625,3.421875,1.453125,1.390625,1.234375,3.109375,9.421875,1.421875,2.15625,1.421875,1.46875,9.421875,1.421875,1.359375,1.46875
1.25,1.296875,1.296875,1.828125,1.5625,10.03125,1.25,1.25,1.5,1.390625,9.984375,9.984375,1.5,1.5,1.171875,1.5,1.796875,1.5,9.890625,9.890625,9.890625
1.5,1.703125,1.6875,1.5,1.546875,1.34375,1.796875,1.796875,1.546875,1.796875,1.453125,1.421875,1.421875,1.421875,1.796875,1.421875,1.796875,1.796875,1.453125,1.421875,1.796875
1.625,10.015625,9.6875,10.015625,1.359375,1.3125,9.6875,1.859375,1.28125,2.75,10.015625,10.015625,9.6875,1.53125,1.625,1.53125,1.203125,1.46875,10.046875,10.046875,10.046875
1.296875,1.296875,1.296875,1.359375,1.328125,1.296875,8.140625,1.296875,2.0,7.78125,2.0,10.21875,8.78125,8.203125,8.9375,2.0,9.03125,10.21875,7.546875,7.546875,1.359375
1.28125,1.28125,1.28125,1.28125,1.640625,1.953125,1.953125,1.640625,2.078125,1.8125,1.953125,1.953125,10.671875,1.953125,11.09375,2.078125,1.84375,1.84375,2.078125,2.078125,1.328125
1.328125,1.328125,1.328125,1.328125,1.75,1.328125,1.328125,1.328125,1.328125,2.109375,2.125,2.125,1.328125,2.125,1.796875,2.125,1.796875,1.796875,2.125,2.125,1.796875
1.671875,9.40625,8.890625,1.671875,8.890625,1.296875,8.890625,8.890625,1.296875,1.546875,9.40625,9.40625,1.40625,1.375,8.75,9.40625,9.203125,9.203125,1.515625,1.375,9.125
